QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,DST,Broncos  (7467490),Broncos ,7467490,3500,Den@Cin 01:00PM ET,Den,
,,,,,,,,,,RB,DeAndre Washington (7467058),DeAndre Washington,7467058,3400,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,WR,Andre Johnson (7467121),Andre Johnson,7467121,3400,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,Chris Thompson (7467064),Chris Thompson,7467064,3400,Was@NYG 01:00PM ET,Was,
,,,,,,,,,,WR,Terrelle Pryor Sr. (7467145),Terrelle Pryor Sr.,7467145,3400,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,TE,Dennis Pitta (7467230),Dennis Pitta,7467230,3400,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Brandon LaFell (7467180),Brandon LaFell,7467180,3400,Den@Cin 01:00PM ET,Cin,
,,,,,,,,,,RB,Mike Gillislee (7467049),Mike Gillislee,7467049,3300,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Jaron Brown (7467114),Jaron Brown,7467114,3300,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,WR,Rishard Matthews (7467126),Rishard Matthews,7467126,3300,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,DST,Giants  (7467481),Giants ,7467481,3300,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Reggie Bush (7467043),Reggie Bush,7467043,3200,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Robert Woods (7467118),Robert Woods,7467118,3200,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Jeff Janis (7467178),Jeff Janis,7467178,3200,Det@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Adam Thielen (7467201),Adam Thielen,7467201,3200,Min@Car 01:00PM ET,Min,
,,,,,,,,,,WR,Kamar Aiken (7467161),Kamar Aiken,7467161,3100,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,WR,Laquon Treadwell (7467202),Laquon Treadwell,7467202,3100,Min@Car 01:00PM ET,Min,
,,,,,,,,,,TE,Kyle Rudolph (7467256),Kyle Rudolph,7467256,3100,Min@Car 01:00PM ET,Min,
,,,,,,,,,,DST,Vikings  (7467491),Vikings ,7467491,3100,Min@Car 01:00PM ET,Min,
,,,,,,,,,,RB,Jerome Felton (7467044),Jerome Felton,7467044,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Stepfan Taylor (7467048),Stepfan Taylor,7467048,3000,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,RB,Jonathan Williams (7467051),Jonathan Williams,7467051,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Brandon Tate (7467111),Brandon Tate,7467111,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Greg Salas (7467112),Greg Salas,7467112,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Marquise Goodwin (7467116),Marquise Goodwin,7467116,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Walt Powell (7467117),Walt Powell,7467117,3000,Ari@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,J.J. Nelson (7467119),J.J. Nelson,7467119,3000,Ari@Buf 01:00PM ET,Ari,
,,,,,,,,,,RB,Taiwan Jones (7467053),Taiwan Jones,7467053,3000,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,RB,Jalston Fowler (7467055),Jalston Fowler,7467055,3000,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,Jamize Olawale (7467056),Jamize Olawale,7467056,3000,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,RB,Antonio Andrews (7467057),Antonio Andrews,7467057,3000,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Harry Douglas (7467122),Harry Douglas,7467122,3000,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Marc Mariani (7467124),Marc Mariani,7467124,3000,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Kendall Wright (7467125),Kendall Wright,7467125,3000,Oak@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Andre Holmes (7467127),Andre Holmes,7467127,3000,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,WR,Johnny Holton (7467131),Johnny Holton,7467131,3000,Oak@Ten 01:00PM ET,Oak,
,,,,,,,,,,RB,Bobby Rainey (7467063),Bobby Rainey,7467063,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Orleans Darkwa (7467065),Orleans Darkwa,7467065,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Rob Kelley (7467066),Rob Kelley,7467066,3000,Was@NYG 01:00PM ET,Was,
,,,,,,,,,,RB,Paul Perkins (7467067),Paul Perkins,7467067,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Dwayne Harris (7467134),Dwayne Harris,7467134,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Tavarres King (7467136),Tavarres King,7467136,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Ryan Grant (7467137),Ryan Grant,7467137,3000,Was@NYG 01:00PM ET,Was,
,,,,,,,,,,WR,Josh Doctson (7467139),Josh Doctson,7467139,3000,Was@NYG 01:00PM ET,Was,
,,,,,,,,,,WR,Rashad Ross (7467140),Rashad Ross,7467140,3000,Was@NYG 01:00PM ET,Was,
,,,,,,,,,,WR,Roger Lewis (7467143),Roger Lewis,7467143,3000,Was@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Isaiah Pead (7467070),Isaiah Pead,7467070,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Malcolm Johnson (7467071),Malcolm Johnson,7467071,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,RB,George Atkinson III (7467074),George Atkinson III,7467074,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,RB,Damien Williams (7467075),Damien Williams,7467075,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Andrew Hawkins (7467144),Andrew Hawkins,7467144,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,WR,Justin Hunter (7467146),Justin Hunter,7467146,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Jakeem Grant (7467150),Jakeem Grant,7467150,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Jordan Payton (7467151),Jordan Payton,7467151,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,WR,Ricardo Louis (7467152),Ricardo Louis,7467152,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,WR,Leonte Carroo (7467154),Leonte Carroo,7467154,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Rashard Higgins (7467155),Rashard Higgins,7467155,3000,Cle@Mia 01:00PM ET,Cle,
,,,,,,,,,,DST,Dolphins  (7467484),Dolphins ,7467484,3000,Cle@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Kyle Juszczyk (7467080),Kyle Juszczyk,7467080,3000,Bal@Jax 01:00PM ET,Bal,
,,,,,,,,,,RB,Denard Robinson (7467081),Denard Robinson,7467081,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Corey Grant (7467082),Corey Grant,7467082,3000,Bal@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Javorius Allen (7467084),Javorius Allen,7467084,3000,Bal@Jax 01:00PM ET,Bal,
